id	texto	etiqueta	pais
770754564375142401	@zonammorpg Sugerenci ¿Podríais hacer un TOP (o, al menos, alguna recomendación) de los mejores MMORPGS para dispositivos móviles? 	NEU	es
769599499027279872	@ElDesmarque_VCF Pero nos falta un tio que meta gol, y el cabrón de Alcacer ya no está.  Haber ahora.	N	es
770238107656589312	@NereeSantome Nope, es respingona  De chiquitin el bullying con eso fue real.  Para bonita ya estás tú Nere ~	NEU	es
772537325305946113	@Viikarii Relajate chica  el examene sta done, las notas no van a cambiar por mucho que tiembles asique no te rayes	N	es
770905616432922624	@crisasanz claro, yo no digo que sea fácil... Para nada, yo llevo años intentándolo y será mi trabajo vital, pero quiero intentarlo 	P	es
771422391499104256	@lucas_egea92 Que bolsa tan poco ergonómica, ahi solo cabe un pepino del mercadona...ah que no es para ese tipo de pepinos no?...oki  jaja	N	es
772088804215754753	Cuando ves a alguien que te lo ha hecho pasar tan mal, pero no sientes nada. Eso es lo mejor que te puede pasar 	P	es
767402959592366080	@Pdepiromano Eso a base de tomarlo te vuelves inmune, a mí no me afecta desde que tuve que volverme una cafetera andante el curso pasado 	N	es
765367663010910208	Es triste pero es ilegal 	N	es
773513147143643137	@cenizaplay Va perfecto entonces, ¡muchas gracias! 	P	es
787650660028256256	Cerquita de los 4k de elo ya 	NEU	es
771318840949178368	Primer día de adaptación, superado! #esllaut  @AVCanPastilla https://t.co/Z2zBxCN6vv	P	es
770746512309641216	pa kuando la siguiente temporada de Rick y Morty 	N	es
771025951866126336	@livingjacob tu lo tienes facil, vives al lado de madrid 	NEU	es
770540098811199488	Algunos están Sad 24/7 Otros están Indignados 24/7 Yo estoy Cachondo 24/7	NEU	es
771100160868880384	¡¡No a las agresiones sexistas durante y después de las Fiestas!!  #Sangüesa	N	es
769842623498575872	gente d madrid fav aqi y os hablo, qiero conocer a gente nueva 	NEU	es
770065881602850817	@rafaMartos_ @IsraelGV2 cari pero ha sido la parte dance, después vendrá la parte vocal 	NEU	es
769617830266503172	@Spaniart En cuando era pequeña y bailaba en mi pueblo descalza con un vestido  ¿Tu?	NEU	es
770344361171255296	@OmegaESP estaría a un paseo en tren de Madrid, y tendría findes largos cada dos semanas... 	P	es
770979606295932928	@Nerea_RMCF93 @OjeraFarlopera_ @aaron_np que guay no? Pobres nosotros simples mortales que no sabemos nada de la vida 	N	es
770809151597535236	Últimamente, me están siguiendo chicas con perfiles bastante subidos de tono en Instagram. ¿Para cuándo un chico decente? 	N	es
769818730511659008	@LiederabendCat Muchaas!! Y algunas muy bonitaas! Pero es verdad que se tiende a interpretar los 40 principales..   	NEU	es
770237198247559168	@flyintothestorm @SelenePetalos Mmmm yo tampoco te puedo decir nada  Supongo que lo lógico sería que lo tuvieran pero a saber	N	es
772474018490359808	Tan ridículo como que lleguéis a un movimiento que no es vuestro y tratéis de hacerlo todo a vuestro puñetero gusto 	N	es
769968532314529792	Con lo cual he abierto todas las ventanas y he conectado el móvil a los altavoces, a ver si ahora suena mejor 	P	es
771345696775700480	Algo bueno que le puedo encontrar al incendio de Villava es que esta tan cerca del Instituto... seria una pena que se quemase... 	P	es
772091912757121024	Cuando tus colegas se ponen a alabar a los musicos de Estopa y PASAN DE TI que eres la estopera. Tener amigos pa esto 	N	es
764731164477235200	@CoupleLuxury no las des preciosa 	P	es
757009911976951808	@NekroZero Tu no puedes, eres feo 	N	es
786320557142839296	@ManuelDezGalian no, pero a las 7:10 si 	NEU	es
771713002148073473	Salimos @uruguaya79 para Zaragoza  fin de semana único	P	es
770746453262229504	pa kuando la siguiente temporada de Juego de Tronos 	N	es
771064133060026368	@BernaRios9 @gottabebravery_ yo ya estoy arruinada con tanto verano Berni 	N	es
801914961752625152	Tanto sad, tanto sad... Pues yo también estoy muy sad hoy 	N	es
771103351073275904	@johanna_196 el sábado unas risas todos juntos... A por otro año más! 	P	es
769990348965904384	Pues esperando al señor @DarkFabio666 para la caza de pokemon nocturna me hallo 	NEU	es
770300639771553792	@dafnedelray me siento very important jeje no en verdad no, esto es una mierda 	N	es
769657717376032768	Mandame mensajes de amor que me quiero sentir querida al despertarme que estoy muy sad 	N	es
770319462784466945	severus snape -pobresito -nunca le odié, me parecía muy estricto e injusto pero sabía que algo pasaba...	N	es
771069415710490630	Se qué razas están entre mis preferencias... pero va a ser muy difícil adoptar alguna de ellas 	N	es
769912424677924864	@Zimlaar ¿Solo te preocupa el número de followers? Me lo imaginaba... jaja Ellos mismos piden que haga quedada 	NEU	es
772547740081524736	@manowl @lugaricano Pero es absurdo! Y más si argumentamos que muchos españoles se ven obligados a salir de España... 	N	es
770098781744398338	Mañana me veré las que faltan, pero la mejor de la noche no ha sido Britney vaya  Me ha decepcionado	N	es
772473785995894784	hoy es mi último día de vacaciones y lo más emocionante de mi día ha sido hacer el puzzle de sunggyu 	N	es
769808386519101440	Hoy queremos felicitar por su cumple a una de las mejores personas que hemos conocido gracia al #páde #RafaGuerrero  @PlanetaPadel  	P	es
771387135538696193	Mi drama es que ahora me sale primero @taracanto en vez de @/BlasCanto y me confundo bc costumbre de dar al primer user 	N	es
772128471271235584	¿Por qué la gente dice que un país, por ejemplo, México es violento? Digo yo, ¿en qué país no hay violencia? Fíjense en Francia. 	N	es
764885798177079298	@PacoMoronta pero yo te kiero 	P	es
756446950807965696	#FF a los geniales @Cinesa !! 	P	es
790915172634329088	@GeorgeBleach ya sé que es feo pero 	N	es
771791798251429888	@elmundoes lógico, con experiencia internacional en paraisos fiscales 	NEU	es
770747892785184768	@estuffaxd -qué labios -qué pelo -pienso que nos llevaríamos -bien	P	es
771057046296879104	@crisasanz gracias, guapa!! menuda promoción me haces!! eres un sol 	P	es
770453393714348032	Eso de echar de menos tu propia casa son leyendas urbanas 	P	es
771047490179198976	#HappyJungkookDay #꾹이생일ㅊㅋ Galleta bonita *.* Feliz cumpleaños al mejor maknae del mundo 	P	es
769692406706999296	@kindermeli tengo que estudiar así que la semana que viene a lo mejor 	NEU	es
770369684554276864	@Heikki_360 Vale Lo he probado hoy y me parece muy bueno... veré tus vídeos 	P	es
769986689699876865	@CesarCpi @Bl3sSuR @RetroTrainer Búscame un Zapdos de esos legales que tanto te gustan wapo  	P	es
769676942736056320	Creo que mi amor platónico de tw es gay y me acabo de poner tan triste 	N	es
771099612086140928	Mi corasonsito me pide a gritos Clexa fanfics pero de los bonitos profundos que te dejan llorando 	P	es
770567971701940224	@LonelySoad mientras que no te pillen la primera semana que es cuando tienes la nariz como un payaso 	N	es
772421566026113024	@A3Noticias @tv3cat Que despropósito, no invitar a @KRLS al G20 ¡¡ .. Estoy indignado¡¡ Tiene que ser 1 error¡¡ 	N	es
770245181111201793	La Esteban promocionando el concierto de Estopa en Leganes...Que empiecen las bromas sin gracia sobre lo barriobajeres que somos todes 	N	es
772440552252014592	@Mehdi_FCB10 he llorado, me había quedado a medias con el último capítulo de una serie y paaaaaaam qué sufrimiento en latino 	N	es
772410757115944965	La figura de magearna se esta retrasando un poco Es raro en ese vendedor  aunque normalmente le pido un pack grande 	N	es
771471627628515328	@DianaMenendez97 tengo un examen pero me cago como si tuviera 58  graxias bb mañana veras mi cara de felicidad en el mejor estado	NEU	es
772050821018181632	@eydydhw si que me deja, pero no me deja elegir pincel, boligrafo, etc como en el tutorial  y hace que quede un poco raro	N	es
755567654459539456	estaba delicisio tio quieru mas 	P	es
757768211366547457	Al menos hoy he dormido algo 	P	es
797919950018985984	@_aliciagonzg uf es que es muy emo 	NEU	es
771801538310307840	@leonjorgedotcom My dear, has leído mi mail? #sinpresion 	NEU	es
772435799988178944	@SrtaMusic @MlleGardevoir no tengo La lejía seria un buen sustituto?	NEU	es
770973163920453632	@Lenavg3 jajajaja si si. Buscaré en Pinterest algo así  gracias	P	es
770081000747573248	"@EstreMaimona Hija mía ...Haces inteligente a la anormal de ""yolanda morin"".... "	N	es
770969925481537536	@erchache2000 @Sharker es que hablo de sus correos corporativos en sus PCs 	NEU	es
769713999776669696	@NiievesGiil si hubiese una opción de ''kill'' seguro que era la más votada 	NEU	es
770369351895683072	@JaviviCGT poco pero intenso  estoy por pirarme un día a sevilla con el Mario	NEU	es
769877190561398784	Me encanta como han decidido a que universidad voy a ir sin ni siquiera consultarmelo 	N	es
769669641341956097	Estoy poniendo fotos a lo loco porque no tengo las mias Pero no va tan mal... https://t.co/uk0YcK18NU	P	es
771074285423263748	@javier_depecos Otro para ti Javier, me ha hecho mucha ilusión tu respuesta. Gracias de corazón  feliz noche.	P	es
770599972102348800	@LuisMartinez22_ pensba q iba a hacer @wxplosive una reflexion profunda de las q me hace a mi pero 	N	es
772081347032743936	@Anna_TB para mí no son feas  hay feas y bonitas te salvas de arder en el infierno por hetero	NEU	es
770020594909872128	Still falling for you es genial omg Aunque ver la cara de Ellie con todos los retoques botoxiles me entristece 	NEU	es
771428188400615424	@ReQueFer una de las que tiene mejores indicadoras, pero que es totalmente privada. Y no abramos esa puerta sin debate previo 	P	es
772409576381644800	Qué bonito fue aquel mes en el que viví sola y nadie me hacia un interrogatorio cada vez que llegaba a casa 	N	es
771320208585809921	@_AndresGomez_ Asegúrate de que no es cuestión de tu dispositivo o conexión a internet. Si es es así, envíanos un mail a info@wuolah.com 	NEU	es
772107361234382848	Antes aún follaba para completar el círculo de cosas básicas en la vida pero ahora tengo a Ander a tomar por culo de lejos 	N	es
755746808232566784	estoy tan orgullosa de yoongi 	P	es
756659819407376385	@LeeanMp no seas malo con él 	N	es
802284370715361280	Un NOSOTROS así de grande por hoy 	P	es
771748984784314369	@ananda____ ahora entiendo xq me llaman enfermo mental 	N	es
772397615501762560	@BTWD_band @notengodinero @sxrcxstrxphx cabrones que sabéis que soy pobre 	N	es
771778248200056832	@Ximnart ya, aún así... no me fío de la gente 	N	es
770914817360195601	@NoEsUnPagaro que te pasa necesitas ayuda? favea si te tienen secuestrada 	N	es
770224441838231552	.@donecperficiam6 ¿Me dice garrullo, llamándose Domingo? Esa es buena  @RLEGAZ @UrsulaBayer @gabrielrufian	NEU	es
769713515607261184	Al final el vídeo lo subo mañana, que acabo de llegar a casa. 	NEU	es
770395034348822529	Estoy en una montaña rusa emocional en la que pilotan mis ovarios. De putis 	N	es
770990675080966144	@Sr_Merlusa @Mariiiiaperez @abrilnapilotti como se nota merlu que hace tiemp oque no te junta conmigoooooooo 	N	es
769844000736018432	Parafraseando a Salomó Es mejor perder a tu hijo a que lo partan por la mitad 	NEU	es
771057606290964480	@Lugnica_ Estoy conectado y listo. Cuando quieras me le pasas. Mi AC te lo repito es 2294-6239-5875 	NEU	es
770443909260570624	@Nebirous una de mis favoritas de tu galería, la luz que captaste es muy misteriosa además... me encanta! 	P	es
772534279876317184	@NachoMarchal y que lo digas. Un día ves una meta inalcanzable y al poco estás luchando por la siguiente 	P	es
770212596691701760	la foto que subió niall me pone triste porque quiero ser liam en esa foto además de que sale precioso 	N	es
771341281410838528	En fin, ya veis lo duro que es comer solo hojas, la mala pinta que tiene y lo mal que sabe 	N	es
770675440138776577	Gracias a toda la gente que dio RT a mi mensaje de buscar clan. He conseguido ser suplente adc en DragonsZGaminG,con ganas 	P	es
771332534118514689	MCs ¿Queréis un header como los que hicimos ayer? Háblanos, colabora y échate un free para nosotros y será vuestro. Se agradece RT 	NEU	es
771660036409954304	Tio a mi no me dejan viajar sola para ir a firmas ni a conciertos me mato  quiero ir a la de maluma @dios	N	es
755690181529890816	@xCharliexEdgex eres un carca tio 	N	es
756574981526519808	@IvanxPolo y la melena pa cuando 	NEU	es
770941295883853824	Muchas gracias por este fantástico post  @conelmorrofino	P	es
771818323378003972	"@piusgasso @RosannaGG @KikojaviGil @JVilladelpratF1 ...""futbolizando"" la afición auitomovilística. "	NEU	es
772497616672321536	@AuroPGtez pero después de ducharme tampoco se queda así 	N	es
761710957936672768	En fin, yo no se ni para que me molesto 	N	es
770960812785692672	No me pongáis Galantis que pienso en el Arenal y lloro 	N	es
770251072359260160	@Nonnes78 Hola guapísima! Nos encantaría hablar contigo por dm.. se puede pasar? 	P	es
769988517975957505	Buen amigo eres @Skyruss96, gracias por compartir tu pregunta en ese Ask 2.0 	P	es
770333889487339520	Tengo ganas de hacer un stream muy especial.. Un 24horas pero con un objetivo... 	P	es
770998456752148481	@Najeraa13 creo que soy la única que pringa trabajando todo el verano y todo septiembre 	N	es
769986251575427072	"El próximo vídeo es simplemente explicando cómo participar para salir en ""Respondiendo en Verso"" especial 500.000 "	NEU	es
770989071015505920	@XimoVR @gsus_77 @mediavida5 lo bueno y lo malo, ojo. Que a nosotros fijo que nos quitan alguno. 	N	es
770963910707019776	Es la crónica de un ciego y su mentira, que mil veces repetida se convertirá en verdad... #MN 	N	es
772449022913241088	Y claro, como ella me ve fea y gorda pues lo que hay, da gusto vivir con alguien así 	N	es
770718927018135552	@manue1112 Quedan ocho meses y aún está todo por hacer. Confiemos en poder realizar el Proyecto que tenemos planteado. Paciencia 	P	es
771300315786338304	El descarado afán de La Caixa por empujar las cotizaciones les está delatando. Es la pauta del 2 de Mayo....Kung Fu 	N	es
772515729686003712	@EstefaniaJoaq @DavidCacho Las políticas del PP puede ser discutibles.  Pero estos políticos. Son de lo que no hay. Quw gente.  	N	es
771206429445238784	Hablando en serio, como no apruebe matemáticas me tiro desde la ventana de mi cuarto, que es un décimo y así no sobrevivo 	N	es
771676159985803264	odio cuando una empresa te obliga a contactar con ellos por medio de un 902 sin que te ofrezca un servicio real que necesites 	N	es
758104422518054912	@patatuelaj voy un poco borracho 	NEU	es
775840491980087300	Pobre pablo  es que soy yo	N	es
770943381652504576	quiero hacer un video en youtube desahogándome 	N	es
771844261365121024	@GiorgioJater pero tampoco hace falta abrirlo para hablar 	NEU	es
772493963290873856	@tenistachanel quizás! Probaré eso que será más cuota  thanks!	NEU	es
765467460611039232	¡Un día nublado no tiene que ser un mal día! 	P	es
770959151992274945	@JAGambero @tehubriego Porque, España, es un país, Opresor¡¡ malvado y esclavista¡... 	N	es
770080368636592129	@apr15__ seamos como seamos siempre vamos a ser criticados....la vida es asi 	N	es
770087365796855808	@MarinaLiaison quería poner me tenéis quemadísima pero no cabe y salen los puntitos 	N	es
769838964693929984	@carlosmoreno_ch claroooo o a varios solo que ya les vale ... PSOE roto etc 	N	es
771028065644322816	@RadicaIizate @pvaya pero... Ella... No es verde!!!! Aunque ahora que lo dices... Es muy... Eh... 	NEU	es
770027848426000386	@Zexioning Al revés  Si quiero hacer cosas me quedo en cada a ver la peli ejem.	NEU	es
770976788222734336	@aaron_np @OjeraFarlopera_ @Nerea_RMCF93 somos antifas y bebemos agua de pantanos que hizo Franco.... que pena Mira, me meo	N	es
770952598954373120	@rubenlinoman como todo! Es un jugón! No quiero que lo fichéis. Es el peor día de mi vida 	N	es
771421546502057984	@SeleneVirus Un poquito. Pero es normal porque es oscuro. Anyways, sigue viéndosete un poquito pelirrojo. Reflejos o algo así. 	NEU	es
770642621966520320	".@DavidCpsberga @goslum Vamos, que usted es el portavoz de 2 millones de personas. Una inmensa... minoría. ¿Le molesta la ""minorización""? "	N	es
771754881514369024	Trabajando con el equipo de @Juliaenlaonda para el especial del próximo jueves. Ya os adelanto que va a ser un programón! 	P	es
772522938327334912	Penoso lo de hoy, pensando en que hacer en el futuro... Gracias a toda la gente que ha estado en el stream 	NEU	es
771303869896728577	q los GP de La Caixa (y otros) manipulen el Ibex es una bendició gracias a ellos podemos arrañar alg son auténticos PARDILLOS 	N	es
772183891029463042	Os creéis que es broma que mi foto soy yo desnuda pero es verdad, en serio. Sin luz y sin flash, pero es cierto. 	N	es
758202551967899649	@XbadetaX que es muy cara 	N	es
758070445560201217	@donarfonzo yo no la veo caliente 	NEU	es
775087224857567232	Lo que mas amo de mi escritorio es que hay una foto de el y mía juntos aparte de mi cuarto mis cuadro también están de el	P	pe
778485882647089152	Ese momento en el que no puedes dormir y no sabes por qué, pero estás con una sonrisa de oreja a oreja al igual que toda la semana	NEU	pe
774619666505400322	@Fiorela_Gue aw ! recién veo esto, sorrry ! tu pues me dices algo y luego queda en nada vamos hoy a la reu de mi prima? le dije a Mari	NEU	pe
802359837308887040	@CJSuasnabar soy el perro asesinado	N	pe
812398630137012224	@DavidJeffer06 Ay! Esas medias tan lindas	P	pe
816382826547269633	Que histérico es la bestia, pobre bella	N	pe
813597935187304449	El quinto día #cousins #Holidays @ Previos Restobar-Pub	NEU	pe
816876533231079424	Necesito urgente entrar a la gimnasia y al gimnasioo	NEU	pe
818483269255761920	Hasta lo peor de mi, quiere lo mejor para ti	NEU	pe
817071405040865281	Mal momento para tomar café caliente, no dejo de sudar, coño	N	pe
813627444850737152	Nunca me había dormido tanto en una película de timburton que raro	N	pe
814958162994401280	Hoy soñé que @wendyvasquezl era mi profe de actuación y fui extremadamente feliz.	P	pe
813715684312154116	El apagón de ayer mas mi estado alucinógeno = La guerra de los mundos	N	pe
814245984821776388	@PierinaMz Los más buenazos, son los medio gruesitos y cortados de forma vertical. Según yo.	P	pe
815410895333584896	Me daré el abrazo de fin de año sola o khé? por qué se demoran tanto	N	pe
812772422189535232	@Vere_MC disculpas aceptadas (chiechie) espero que te haya gustado el regalo si es que ya lo viste.	NEU	pe
815207325875236864	Bueno, ¡a finalizar el último libro que tengo en mi “currently-reading” de @goodreads antes que termine el año!	NEU	pe
813954114061275136	@Libranorte te entiendo, toda mi vida me he sentido igual; pero siempre hay que ser fiel a uno mismo	NEU	pe
800294301200711681	Me siento tan estúpido de haber abierto una herida ya cicatrizada a alguien que aún me sigue importando.... lo siento	N	pe
811340302518775813	No hay mayores problemas dice vocero Lewin Mejía sobre amago de incendio... es un centro comercial no una bodega @hudwalker @canalN_	N	pe
814535672547553280	@JordiWild Primero los XV de Ruby ahora Tongo, jaja Giorgio de a pocos vas conociendo Latinoamerica ... aunque no la mejor cara	NEU	pe
798019190896541697	Contigo porque me matas y ahora sin ti ya no vivo --&gt;Tal cual! Te mereces todo lo que has conseguido y conseguirás @AbrahamMateoMus	N	pe
813568893063233536	Me alejé tanto de mis amigas de la universidad por lo que me fui a estudiar de noche y no saben cuánto las extraño	NEU	pe
810644736113516544	@Bryanpinarivera @EvaMPT @diegorrc el I no entra en el Machete y el VII tampoco porque aún no se sabe el rumbo de la nueva trilogía	NEU	pe
808894840884887553	@LuciaLu26 JAJAJA crjo, no lo dije por ti mi primer saliente fue a esa edad y mi mamá nunca lo aceptó por esto que recién entendemos	NEU	pe
774612388435795968	hoy me toco visitar a mamá en su descanso eterno le contare todo lo que vivo ella fue es y siempre sera mi MEJOR AMIGA sin igual	P	pe
768663354537828352	No sé si los maltrataban de verdad pero me dio penita ver eso No me gusto eso, no son objetos para que los traten así. Me indigna tanto	N	pe
771744506861461504	Que el finde sea para hacer cualquier cosa que a uno lo haga FELIZ, lo que sea pero que sea lo que a uno le de la reverenda gana	NEU	pe
809385267241095168	@YurikitoKSP que bien yuriko. Felicidades	P	pe
810643727693778944	@lovingmykookie extrañare este tweet como fijado	NEU	pe
814945032096649217	Amo los vestidos largos y los enterizos	P	pe
812357107680833537	Feliz de ver a mis amigos felices #BuenaVibraAlFin	NEU	pe
815578282766827522	@Agustozuloeta con todo. Debe ser un buen 2017. Abrazo	NEU	pe
814537181318549504	MAPEO DE PROCESOS!!!! PMBOK ya falta poco... Pronto a vente	NEU	pe
817810105383157760	@discolocontilde tanto así? en claro no hay cobertura por mi casa	N	pe
817786219560058880	Ahora sí conejito, llámala y mándala a la mierda de mi parte	N	pe
813391886962618373	El tiempo de Dios es siempre correcto; espera con paciencia que Él actúe.	NEU	pe
811245654320316417	¿Habrá algo peor que no traer los audífonos a la chamba? Estoy muriendo lentamente	N	pe
814993572986355712	Se acaba un buen año, y va empezar uno mejor, siempre con la.bendición de Dios	P	pe
814602198642552832	Maldito maduro mil veces, por su culpa tuve que salir del país y alejarme de ella	N	pe
814832123148378114	#2017prometoque recuperare estado fisico, seguire amando y respetando a mi @_adrianaquevedo y veere todos los dias @CombinadoPTV	NEU	pe
814144973339824130	@JulyyH18 Bye amigaa pásala bonito y aprende mucho para que de ahí me enseñes jajajaja, espero verte prontito	NEU	pe
812429084672200704	Mis amigas me preguntaban ¿que te pasa? Y yo les decía estoy re dormida ,SIN DUDAS NECESITABA UN DESPERTADOR	NEU	pe
810255365396951040	Hoy tocan los Fabulosos Cadillacs, SUM 41, Papa Roach, Gondwana, Simple Plan y como 20 bandas masny no estoy ahi	NEU	pe
813967100633055232	Todo el dia esperando llegar a casa y comer helado casero, pata encontrarme sin luz y el helado hecho agua putamadreeeeeee	N	pe
814685083596529665	5 días seguidos en el cine, un día de descanso para ver a mis perritas y luego otro día más de cine	NEU	pe
799061464728371200	@AnimeMariana jajaa Pos yo igual queria verte cantar!!! :'''v Hubiera estado lindo. Pero pos creo que lo de 50 cosas seria algo genial	P	pe
761946875654184960	Solo tengo que decir estés dónde estés, estés con quién estés, aún te extraño... extraño que me revientes el hígado, oh, pisco amigo mío.	NEU	pe
787296529191165952	@emarlyworld feliz sabado para ti tbm,a los tiempos entro al twitter y es agradable que a la primera persona que vea, sea a ti !!!	P	pe
812178300474970112	@danielperedo17 39 goles en 2016 y va al fútbol peruano? Será su video? No vaya hacer que sea igual que de cuto Guadalupe y Esidio jeje	N	pe
800940818764890112	Buena Galdos y eso q la conoces y te cae bien cuando se dara cuenta la flaca por su bien sin joda q va por mal camino	NEU	pe
791983719087271936	Bueno pues ya decidí que iré a Meneo para Halloween y me invitan al día siguiente a 3 master class en el gimnasio a partir de 10 am	NEU	pe
810217366772731906	Todos sufriendo por el vivoxelron	N	pe
810603087786311684	@The_SoulOfLion Hoy no esta juaneco creo	NEU	pe
815444241107140608	@chifaentiffanys no soy emo!!!! … feliz año!!	NEU	pe
818143683417690113	Es criminal que me hagan caminar tanto hoy	N	pe
811999146165108736	Hoy pasaremos una hermosa tarde con ellos #ShowNavidad #CasaHogarMamáVictoria	P	pe
816890935808323584	Lo que me recuerda que @edvergaray me criticará de seguro	NEU	pe
818145435516813312	@Madame36 Martita mi pueblo es impredecible, coma sopa seca con carapulcra	NEU	pe
817788749828460544	Voy a cambiar mi vida, dejaré de salir por un buen tiempo	NEU	pe
812724954961772544	@cachetotesrosa pero tranquila, me metió al poro no a donde piensas *maldito corrector*	NEU	pe
814921969502187520	@MemesDelPeru tal cual csm @ClaroPeru hazte una y alarga la vigencia del 4G ilimitado	NEU	pe
811212806599098369	@NoraArcila khaaaa? Ese concierto ha sido más publicitado que la campaña de Keiko... pero... pobreza	NEU	pe
816063880321531905	@ConsejodePata lcp te da solo una galleta rellenita de 30 céntimos y un vasito de cifrut	N	pe
808926394449362945	Siempre he pensado que las cosas pasan por algo y bueno, pasó. Volvió. Hagamos ese regreso magnífico	NEU	pe
812889337604009984	@Jimmyenlanada @RobustControl @lito0404 y bueno si me olvido de alguien pues lo lamento, soy mal amigo. Feliz noche.	NEU	pe
808989041744084992	Y ya no sé si soy Kaf o la mujer llena de puntos rojos Esto ya no me gusta	N	pe
800382051564322817	@joannabolona que paso? también?... vao a jugar FIFA15 en play 3.. con unas coronas!... hahaha! se vienen mejores días! saludos!	P	pe
814521156510236672	"@JEESrcismo por eso mismo. Yo no veo la diferencia en una supuesta ""vida sana"" impulsada por el veganismo y el resto"	NEU	pe
811296597950734336	Uy el trío del masajeo prostatico mutuo se está muy calladito, seguro que estarán botando todo lo relacionado con el jueguico ese.	NEU	pe
814130503158734848	La tierra del olvido es una bonita canción, pero cuando la pienso Iquitos sería la tierra olvidada porque seguimos tantos años hasta las	N	pe
759937126179799040	@adorkblelaura Ross gano, laura no, a&amp;a no Laia presento un premio, hay una foto de ross y laura. las huevonas del fandom hacen bardo	NEU	pe
769227370003894272	Voy o no voy!!! estresado pero feliz con tu amor,un amor verdadero sincero y no convenido m siento amado x quien soy no x conveniencia	NEU	pe
810722044199444481	Ya ni voy a hacer bromas weon porque si yo hubiese leído eso durante la salida de Zayn me hubiese empezado llorado y todo que triste	NEU	pe
799817195337478144	@YamileUc pos yo no sabia pensamos que ya se habían ido pero luis vio el mensaje y corrio jaja y yo ni podia seguirle el paso ja	NEU	pe
765660769551806465	Toda historia de amor tiene un final feliz, si no eres feliz en este momento debe ser porque no era amor o porque aún no es el final	NEU	pe
805312206636281856	@davidernestoz yo te veo bonito	P	pe
796954046913507328	Hasta las últimas consecuecias #Abrahamers #Lealtad	NEU	pe
812706660036866048	Otra navidad más sin ti mamita maria	NEU	pe
814313393884721152	@lizdanielalina1 solo rt #QueremosERDLalas930pm no des corazón plis	NEU	pe
808055362465185792	@PaIestina @CDPalestinoSADP @arayamas @mauroabughosh @palestinalibre quiero un polo así	NEU	pe
818130147366813696	Terminarán odiándome, como casi todos los padres que me conocen	N	pe
814641858378919937	@5nfidente No. Era sad y soy bien marica con esas cosas.	N	pe
814846166789668864	Solo que me inviten un almuerzito o dos que me quedo misia	NEU	pe
810157043462078464	@elrifle @JessicaSolano la costra me da cosas. Pero qué lindo por la enfermerita.	N	pe
811165886358888450	@Danaloby Gente como tu mediocres y matoncitos. Que se puede esperar de los fujiratas.	N	pe
814613105305063424	2 meses que parecen una eternidad. no sabes como me haces falta mi querida abuelita	NEU	pe
815489836438224896	@cachetotesrosa ahora ya estoy un mejor, pero tendré que regresar a la clinica en la semana	NEU	pe
813220399177666561	Antes de dormir quiero decir que fue una Navidad muy pero muy linda, estoy feliz. Buenas noches	P	pe
811988015350501376	cuando estás conversando de la más tranquila y te hacen recordar que mataron al perro de majin boo	NEU	pe
812858812256415744	Amigos, mi pavo huele buenazo. Y si se lo estan preguntando. Sí. Es la 1ra vez que lo hacemos.	P	pe
810947541370097666	Es grandioso conocer a personas maravillosas como ustedes @lasabesaba @vanessasaba75 se quedan en el corazón de las que las conocen.	P	pe
816054586528112641	@umbral2005 si pero la verdad que función de chistes del que chancó a mi familiar no creo que haga mucha gracia.	N	pe
812009318430212101	@JayroCerasuolo oh no te la debo negrito, lo lamento, prometo ir al próximo kaos ir desde las 8 pm y guardarte cola	NEU	pe
814241326808055808	@elmejorerico @silva_alvan @meiermq si los Ramirez dicen q son honrados,becerril q es buen padre,Chacón q sí tiene educ.X q no me crees ?	NEU	pe
809190600972996612	Es una lástima que todos los estrenos de Star Wars los voy a terminar relacionando con el fin de Penta Runners. Fue muy sorpresivo	N	pe
764949329861836800	"La gente coreando en Río ""ole ole ole ole, delpo! Delpo!"" Eres local @delpotrojuan, saca ventaja de eso y da lo mejor. Pero ojalá pierdas"	NEU	pe
808818921692401664	Si es que llego a tener hijos no les pondré nombres difíciles de escribir ni de pronunciar, para que no los molesten como a mí jaja	NEU	pe
761442934927613952	-Amor 1:02 : Acabo de ver a mi hermana con su pretendiente -Camila Díaz 1:03 : uyyy no te exhaltes es normal jaja -Amor 1:04:Casi le pego	NEU	pe
758093202402447361	Se suspendió por fuerza mayor mi show en la mina, y ahora qué hago justo el 28 ya se iré al cambio de mando y haré de Ollanta	NEU	pe
810272918722777088	Ya estuviera re descontrolado jajajajja	NEU	pe
815986554472697856	Que vuelvan peluchin y gigi urgente	NEU	pe
814635108657463304	Él es un claro ejemplo de pendejo.	N	pe
817952421326393344	Decepcionado , este dolor ya lo tengo acostumbrado	N	pe
814929474974351368	Como cuando te sientes fea, gorda y sin plata	N	pe
815581215046520832	@rojozapatito despídete de todos, deséales feliz año y bye bye	NEU	pe
817193255246921729	@FotoCalato @cinencuentro gracias por apoyar al cine hecho en las regiones	NEU	pe
814361786291986432	Despues de muchos años, pudimos reir por un buen par de horas..	NEU	pe
811225566435307520	#AsíMeDuela , tendre que comer el pavo , aunque en verano este gordita	NEU	pe
813736899399585793	-hola, quiero pagar la renovación del dni. -el azul? -si jajaja Alto martes señoreeessss!	NEU	pe
810003665327157248	Lo único malo de salir sin maquillaje es que no te mancho con mi labial	N	pe
